-119.859203585 0.777524567204 119.859203585 0.729553804549
-119.743749104 1.34100503838 119.743749104 1.29381937516
-119.630651731 1.92862355759 119.630651731 1.87885930215
-119.518713875 2.50133956726 119.518713875 2.44969421023
-119.406422535 3.01529140686 119.406422535 2.96428896322
-119.294437075 3.57321870952 119.294437075 3.52067804567
-119.181766677 4.07512018271 119.181766677 4.02311030231
-119.069057811 4.62497979149 119.069057811 4.57162864754
-118.955663298 5.11909208243 118.955663298 5.06621276175
-118.842014129 5.66383986235 118.842014129 5.6097473773
-118.727809262 6.15219602436 118.727809262 6.09854907198
-118.61312845 6.69351302441 118.61312845 6.63873444338
-118.498192593 7.17687618754 118.498192593 7.12271763682
-118.382357081 7.71622386002 118.382357081 7.66080412389
-118.266526347 8.25259938081 118.266526347 8.19620886646
-118.149714156 8.73342202402 118.149714156 8.67739847478
-118.032929748 9.26788069798 118.032929748 9.21093650562
-117.915236492 9.74612465595 117.915236492 9.68952890525
-117.79752082 10.2790490512 117.79752082 10.2215741713
-117.678973112 10.7550688531 117.678973112 10.6979281406
-117.560350979 11.2867455918 117.560350979 11.2287605192
-117.440975869 11.7608164181 117.440975869 11.703154549
-117.321472996 12.291465144 117.321472996 12.2329882299
-117.201295141 12.7638134341 117.201295141 12.7056513649
-117.08093808 13.2936023094 117.08093808 13.2346500661
-116.959982824 13.7644066679 116.959982824 13.705763139
-116.838797372 14.2934700686 116.838797372 14.2340574168
-116.717089115 14.7628773322 116.717089115 14.7037692736
-116.595100243 15.2913237377 116.595100243 15.2314642292
-116.472657043 15.7594774757 116.472657043 15.6999196597
-116.349891598 16.287383282 116.349891598 16.2270892846
-116.226731759 16.7544023972 116.226731759 16.6944079838
-116.103215928 17.2818274983 116.103215928 17.2211103416
-115.979354188 17.7478256022 115.979354188 17.6874057643
-115.855114973 18.2748102567 115.855114973 18.2136803663
-115.730565056 18.7398884059 115.730565056 18.6790527237
-115.605629003 19.2664613342 115.605629003 19.2049283429
-115.480397701 19.7307338902 115.480397701 19.6694895074
-115.354794065 20.2569006977 115.354794065 20.1949735399
-115.228893981 20.7204463873 115.228893981 20.6588009701
-115.102647391 21.2462224377 115.102647391 21.1839094302
-114.976086231 21.7091285246 114.976086231 21.6470889104
-114.84922185 22.2345179955 114.84922185 22.1718269106
-114.722012313 22.6968426903 114.722012313 22.6344166027
-114.59455077 23.2218609294 114.59455077 23.1587990517
-114.46670375 23.6836613567 114.46670375 23.6208562674
-114.338664496 24.2083214158 114.338664496 24.1448955976
-114.21019158 24.6696447897 114.21019158 24.6064680881
-114.081592037 25.1939617059 114.081592037 25.1301784099
-113.952506722 25.6548418909 113.952506722 25.5913008119
-113.823361909 26.1788347963 113.823361909 26.1147001307
-113.693677352 26.6393016868 113.693677352 26.5754030544
-113.564001049 27.1629894914 113.564001049 27.0985092445
-113.433728767 27.6230741897 113.433728767 27.5588243788
-113.30353425 28.1464730671 113.30353425 28.0816527408
-113.172688314 28.6061932795 113.172688314 28.5415983857
-113.041987044 29.1293224541 113.041987044 29.0641672742
-112.910579465 29.5886996997 112.910579465 29.5237654191
-112.779382622 30.1115755484 112.779382622 30.0460904992
-112.64742511 30.5706290126 112.64742511 30.5053607265
-112.515743272 31.0932667293 112.515743272 31.0274565702
-112.383248226 31.5520102759 112.383248226 31.486413089
-112.251091133 32.0744251297 112.251091133 32.0082944039
-112.118070306 32.5328722831 112.118070306 32.4669510333
-111.985170152 32.9897299873 111.985170152 32.9240683895
-111.851910882 33.5132452217 111.851910882 33.4470045074
-111.718421362 33.9701242036 111.718421362 33.9041148133
-111.58478906 34.4931556524 111.58478906 34.4265998618
-111.450751731 34.9499469152 111.450751731 34.8836103874
-111.316725063 35.4726222408 111.316725063 35.4057555607
-111.182163067 35.9292866384 111.182163067 35.8626317094
-111.04773682 36.451667539 111.04773682 36.3844939766
-110.912666443 36.908190091 110.912666443 36.8412227786
-110.777840875 37.4303146684 110.777840875 37.3628380729
-110.642278202 37.8866806206 110.642278202 37.8194059107
-110.507055074 38.4085791481 110.507055074 38.3408032034
-110.371012758 38.8647847019 110.371012758 38.7972069716
-110.235114398 39.3194964424 110.235114398 39.2521681793
-110.098884951 39.8425236157 110.098884951 39.7746468771
-109.962426395 40.2974267034 109.962426395 40.2297669448
-109.82590941 40.8199161902 109.82590941 40.7517441947
-109.688945051 41.274845489 109.688945051 41.2068790352
-109.552101333 41.7969767058 109.552101333 41.7285129953
-109.414657316 42.2518731274 109.414657316 42.1836082849
-109.277474288 42.7737221729 109.277474288 42.704970124
-109.139569986 43.2285516108 109.139569986 43.1599937099
-109.002042514 43.7501650518 109.002042514 43.6811278895
-108.863691982 44.2049115854 108.863691982 44.1360648535
-108.7254517 44.6584046211 108.7254517 44.5897817846
-108.587035061 45.180971146 108.587035061 45.1118392837
-108.448284187 45.6346544601 108.448284187 45.5657261644
-108.309609989 46.1567491795 108.309609989 46.0873355688
-108.170395094 46.6104854287 108.170395094 46.5412668058
-108.031429722 47.1322555226 108.031429722 47.0625633148
-107.891773852 47.5859930028 107.891773852 47.5164904333
-107.752504722 48.1075060023 107.752504722 48.0375381916
-107.612424367 48.5612161745 107.612424367 48.4914340695
-107.472453061 49.013757317 107.472453061 48.9441912068
-107.332356012 49.5361730435 107.332356012 49.4661150255
-107.191898934 49.9889388107 107.191898934 49.9190780011
-107.051577439 50.510882056 107.051577439 50.4405513303
-106.910678966 50.9637409334 106.910678966 50.8935994211
-106.770097151 51.4853598411 106.770097151 51.4147593675
-106.628783576 51.9382470439 106.628783576 51.8678308313
-106.487666258 52.3897143794 106.487666258 52.3195443062
-106.346214136 52.912497946 106.346214136 52.8418111057
-106.204566933 53.3644317899 106.204566933 53.2939444812
-106.062975431 53.8865197639 106.062975431 53.8155656376
-105.920887726 54.3386247447 105.920887726 54.2678590662
-105.77907605 54.8603246203 105.77907605 54.7891061622
-105.636580931 55.3125099434 105.636580931 55.241474058
-105.494351953 55.7630787368 105.494351953 55.6923404178
-105.351641439 56.286146223 105.351641439 56.2148447113
-105.208843046 56.7373986732 105.208843046 56.6662967801
-105.066072854 57.2595602302 105.066072854 57.1879965476
-104.922837694 57.7110433854 104.922837694 57.6396663076
-104.779879032 58.2327753151 104.779879032 58.160952419
-104.636247993 58.684370436 104.636247993 58.6127278816
-104.492870664 59.1344423543 104.492870664 59.0630760472
-104.349062575 59.6574563872 104.349062575 59.5855531568
-104.205137983 60.1081970882 104.205137983 60.0364894768
-104.061282598 60.6303323179 104.061282598 60.558171873
-103.916938324 61.0813108512 103.916938324 61.0093339089
-103.77291126 61.6030204757 103.77291126 61.5306057112
-103.628185932 62.054125463 103.628185932 61.9818882465
-103.483647805 62.5039835289 103.483647805 62.4319731614
-103.338870265 63.0267106759 103.338870265 62.9542177738
-103.19384833 63.4770715335 103.19384833 63.4047677783
-103.048989941 63.9991021779 103.048989941 63.9263569099
-102.903572968 64.4496772288 102.903572968 64.3771115252
-102.758548504 64.9713180638 102.758548504 64.8983232027
-102.612769501 65.422015559 102.612769501 65.3491950769
-102.467112158 65.8717264931 102.467112158 65.7991067499
-102.321429768 66.3941440226 102.321429768 66.3210728307
-102.175347119 66.8442102552 102.175347119 66.771321547
-102.029552526 67.3660944934 102.029552526 67.2927756649
-101.883101561 67.8163410367 101.883101561 67.7431976161
-101.736864521 68.2653137424 101.736864521 68.1924048045
-101.590348032 68.7882411474 101.590348032 68.7148483785
-101.44362633 69.2378108399 101.44362633 69.1646047496
-101.297082681 69.7599504247 101.297082681 69.6863117993
-101.149980369 70.2097761163 101.149980369 70.1363141251
-101.003303584 70.7314996337 101.003303584 70.6576179527
-100.855859748 71.1814695619 100.855859748 71.1077592973
-100.70852042 71.6305656628 100.70852042 71.5570479455
-100.561249873 72.1529650432 100.561249873 72.0790105771
-100.413516566 72.6023953842 100.413516566 72.5286188989
-100.266148579 73.1242932585 100.266148579 73.0500975973
-100.118070579 73.5739100863 100.118070579 73.4998861477
-99.9701354904 74.0225486373 99.9701354904 73.9487254522
-99.8221605535 74.5452079374 99.8221605535 74.4709413561
-99.6738119004 74.9942781018 99.6738119004 74.9201907969
-99.5257790464 75.5163353586 99.5257790464 75.4418293851
-99.3770850984 75.9656248899 99.3770850984 75.8912908313
-99.228567615 76.4138451817 99.228567615 76.3397221339
