-1448.29274856 1198.65367804
-1445.30992158 1197.51919572
-1442.67985241 1196.39512028
-1439.86991263 1195.27900172
-1437.34519135 1194.15485396
-1434.5974963 1193.03077804
-1432.12652584 1191.89696218
-1429.4123165 1190.76049949
-1426.97638084 1189.61516996
-1424.28300686 1188.46529186
-1421.87310991 1187.30845653
-1419.19338955 1186.14494515
-1416.80561559 1184.97788629
-1414.13378601 1183.8000643
-1411.47593236 1182.62178974
-1409.09787682 1181.4315301
-1406.44776451 1180.24154264
-1404.08122878 1179.04027334
-1401.43728892 1177.839058
-1399.0805807 1176.62720142
-1396.44168038 1175.4152354
-1394.09351646 1174.19320967
-1391.45880139 1172.9709447
-1389.11807746 1171.73909666
-1386.48692357 1170.50697317
-1384.15275479 1169.26563691
-1381.52468266 1168.02407016
-1379.19630608 1166.77354236
-1376.57095241 1165.52292755
-1374.24772977 1164.26348873
-1371.62480761 1163.00419583
-1369.30620515 1161.73611503
-1366.68547888 1160.46848706
-1364.37097876 1159.19198417
-1361.75227498 1157.9163503
-1359.44149981 1156.63167446
-1356.82465108 1155.34832918
-1354.51721942 1154.05568589
-1351.9020953 1152.76490887
-1349.5977213 1151.46452204
-1346.98419334 1150.16656526
-1344.68262225 1148.85864623
-1342.07057398 1147.55374218
-1339.77156061 1146.23848048
-1337.4831467 1144.92467854
-1334.86426036 1143.60444956
-1332.57608334 1142.28241339
-1329.96042271 1140.95692345
-1327.67320662 1139.62736046
-1325.0598426 1138.29629069
-1322.77375426 1136.95954838
-1320.1622825 1135.62288774
-1317.8774039 1134.27925101
-1315.26755103 1132.93704818
-1312.98387828 1131.58674079
-1310.37545434 1130.23907628
-1308.09300635 1128.88232564
-1305.48584812 1127.52928271
-1303.20459613 1126.16627852
-1300.93129131 1124.80423769
-1298.31850384 1123.43887919
-1296.0446625 1122.06984268
-1293.43457459 1120.70038055
-1291.16084775 1119.32490635
-1288.55267404 1117.95102871
-1286.27937584 1116.56947305
-1283.67271018 1115.19108062
-1281.399955 1113.8036775
-1279.13625432 1112.41841682
-1276.52242579 1111.02771496
-1274.25651021 1109.63514312
-1271.6466555 1108.24178241
-1269.38015399 1106.84304859
-1266.77253176 1105.44607565
-1264.50594328 1104.0416197
-1261.89995603 1102.64078638
-1259.63353872 1101.23090473
-1257.37452153 1099.82252553
-1254.76273197 1098.41101657
-1252.50188463 1096.9961674
-1249.89338679 1095.58209888
-1247.63189876 1094.16162613
-1245.02541301 1092.74431415
-1242.76370236 1091.31859584
-1240.51008812 1089.89509533
-1237.89701549 1088.46711424
-1235.64055911 1087.03689056
-1233.03165814 1085.60726818
-1230.774195 1084.17157521
-1228.16752707 1082.73918308
-1225.90961723 1081.2984774
-1223.6591035 1079.85978032
-1221.04645494 1078.41755269
-1218.79318893 1076.97253434
-1216.1845056 1075.52884803
-1213.93018119 1074.07866559
-1211.32367416 1072.63247103
-1209.06879989 1071.17754406
-1206.81990749 1069.72393139
-1204.20872108 1068.26912979
-1201.95776357 1066.80993495
-1199.34973929 1065.35344576
-1197.09783826 1063.88946419
-1194.85407553 1062.42836286
-1192.23933915 1060.96217615
-1189.99158739 1059.49442009
-1187.38198201 1058.02803308
-1185.13278655 1056.55536465
-1182.52561169 1055.08707052
-1180.27563005 1053.60999654
-1178.03083782 1052.13403284
-1175.41968783 1050.65817695
-1173.17292335 1049.17714244
-1170.56474233 1047.69989143
-1168.31695522 1046.21447417
-1166.07483523 1044.73059408
-1163.46227311 1043.24573347
-1161.21764365 1041.75660357
-1158.60859905 1040.27085718
-1156.36276469 1038.77739124
-1154.12291785 1037.28578136
-1151.50922473 1035.79245206
-1149.26642346 1034.29545798
-1146.65669878 1032.80168222
-1144.41256337 1031.3004226
-1142.17443147 1029.80113376
-1139.56007105 1028.2999699
-1137.31883279 1026.79534089
-1134.70862141 1025.29398908
-1132.46594641 1023.78517348
-1130.22900985 1022.27825022
-1127.61444905 1020.76987529
-1125.37444476 1019.25777219
-1122.76396778 1017.74929474
