-288.0 426.423333333 31.0708591592
-280.0 422.026666667 30.6059050221
-272.0 420.41 26.5438100129
-264.0 428.548 37.9719964711
-256.0 421.016 36.4263078557
-248.0 416.014 35.4591994269
-240.0 411.022 34.4980552495
-232.0 403.563 33.1688444327
-224.0 398.818333333 29.5208572689
-216.0 393.845 28.666551211
-208.0 387.398571429 26.0098741847
-200.0 382.630833333 25.2799025771
-192.0 363.163333333 23.3817936058
-184.0 362.284444444 23.083924715
-176.0 357.572222222 22.3053266074
-168.0 352.876666667 21.5332636738
-160.0 345.858333333 20.5115946208
-152.0 338.871111111 19.2218188782
-144.0 334.232222222 18.4552713203
-136.0 329.606666667 17.6915032965
-128.0 322.698888889 16.7086524122
-120.0 315.821111111 15.4027194168
-112.0 311.248888889 14.6345454657
-104.0 306.687777778 13.8629344158
-96.0 299.871666667 12.9048751555
-88.0 293.08 11.5317378473
-80.0 288.575555556 10.7495158662
-72.0 284.082222222 9.9711581605
-64.0 277.374444444 9.08492782471
-56.0 270.703333333 7.62834189061
-48.0 266.273333333 6.84792425971
-40.0 261.864444444 6.07354941275
-32.0 255.286111111 5.39837026733
-24.0 248.743333333 3.79010407362
-16.0 244.402222222 3.05382739008
-8.0 240.077777778 2.33803230554
0.0 231.462222222 3.74961858143
8.0 222.877777778 1.41516216407
16.0 218.602222222 2.03296050013
24.0 214.337777778 2.72777393075
32.0 207.969444444 4.3717711542
40.0 201.635555556 4.88594380991
48.0 197.444444444 5.58984021062
56.0 193.273333333 6.27973990969
64.0 187.070555556 7.55320570076
72.0 180.917777778 8.19494529543
80.0 176.853333333 8.78318469197
88.0 172.82 9.35008021356
96.0 166.837222222 10.3371282309
104.0 160.938888889 10.8622030142
112.0 157.066666667 11.2929023924
120.0 153.235555556 11.6903180368
128.0 147.59 12.3462009451
136.0 142.047777778 12.6348818556
144.0 138.41 12.8923974152
152.0 134.8 13.1418948405
160.0 129.426666667 13.6138373234
168.0 124.110222222 13.8298850463
176.0 120.613222222 14.0333815025
184.0 117.153888889 14.2176861256
192.0 114.9673 14.1288103395
200.0 107.712529412 14.4706931706
208.0 103.802 14.7147361135
216.0 100.587555556 14.7544530462
224.0 97.4354444444 14.7535231055
232.0 92.8318888889 14.7963146346
240.0 88.3663333333 14.6693052551
248.0 85.485 14.635386143
256.0 82.6677777778 14.5945954059
264.0 78.5845555556 14.5717050029
272.0 74.6616666667 14.3981151544
280.0 72.1523333333 14.3144977014
288.0 69.7027777778 14.2361651732
296.0 66.1371666667 14.1833963071
304.0 62.6661111111 14.0564236754
312.0 60.418 14.0087119005
320.0 58.2286666667 13.9555365755
328.0 55.0816666667 13.8842152581
336.0 52.0867777778 13.6869402049
344.0 50.1886666667 13.5430478106
352.0 48.3463333333 13.3822934175
360.0 45.6864444444 13.1467307944
368.0 43.1431111111 12.8133747783
376.0 41.5204444444 12.6010881021
384.0 39.9508888889 12.391635032
392.0 36.1982727273 12.8374703334
400.0 37.5870625 11.3606988422
408.0 34.3266666667 11.4365655684
416.0 33.1001111111 11.1280287607
424.0 31.9224444444 10.8102667981
432.0 30.247 10.3378976264
440.0 28.672 9.81513442485
448.0 27.6823333333 9.48414073892
456.0 26.7291333333 9.16527850144
464.0 25.35675 8.71189043181
472.0 24.0459555556 8.2420886548
480.0 23.2146333333 7.94046951509
488.0 22.4202777778 7.64268264824
496.0 21.31305 7.21924124593
504.0 20.2894666667 6.81054836314
512.0 19.6539888889 6.58301750474
520.0 19.0500666667 6.38555681519
528.0 18.2014666667 6.13810094999
536.0 17.4164777778 5.92136051292
544.0 16.9399888889 5.81304007029
552.0 16.5007111111 5.72951610143
560.0 15.8976222222 5.63842953732
568.0 15.3459888889 5.56559242139
576.0 15.0061666667 5.53158561033
584.0 14.6847333333 5.50410735845
592.0 14.3775333333 5.47747576738
600.0 13.9439944444 5.43888987667
608.0 13.5388111111 5.39632258579
616.0 13.2881 5.36886136201
624.0 13.0495111111 5.34209528128
632.0 12.7093166667 5.30817823879
640.0 12.3864333333 5.27713858197
648.0 12.1824444444 5.26056166142
656.0 11.9872111111 5.24656191137
664.0 11.71165 5.2315863817
672.0 11.4528888889 5.22047277392
680.0 11.2909666667 5.2186392458
688.0 11.1360333333 5.2208534845
696.0 10.9096888889 5.2248538561
704.0 10.6834111111 5.221922376
712.0 10.5328111111 5.21653292724
720.0 10.3821 5.20820844608
728.0 10.1565166667 5.19096506605
736.0 9.93158888889 5.16753286297
744.0 9.78187777778 5.14898829475
752.0 9.63303333333 5.1284371778
760.0 9.41082388889 5.09405585274
768.0 9.19068777778 5.05551934317
776.0 9.04572 5.02866832746
784.0 8.90212777778 5.00079969411
792.0 8.024408 5.20896669217
800.0 8.97403235294 4.74894953879
808.0 8.35060888889 4.88749706971
816.0 8.21958 4.85961189343
824.0 8.09165888889 4.83199642246
832.0 7.90694061111 4.79203622313
840.0 7.72994666667 4.75253824497
848.0 7.61770411111 4.72755264048
856.0 7.50979148889 4.70313663715
864.0 7.35745311111 4.66863398332
872.0 7.21504588889 4.63520180953
880.0 7.12636322222 4.61371727741
888.0 7.0402916 4.59194862291
896.0 6.91114166667 4.56539703285
904.0 6.78439222222 4.54166094904
912.0 6.70210333333 4.52798594578
920.0 6.62165333333 4.51620761191
928.0 6.50458944444 4.50239026242
936.0 6.39106111111 4.49209755792
944.0 6.31543777778 4.48493311184
952.0 6.23922111111 4.47661081613
960.0 6.12363166667 4.4617661889
968.0 6.00694777778 4.44431933884
976.0 5.92836888889 4.43117760799
984.0 5.84929888889 4.41698402035
992.0 5.17739181818 4.29171714545
1000.0 6.041501875 4.4145444741
1008.0 5.52793555556 4.34943967874
1016.0 5.44631444444 4.3298506785
1024.0 5.36439666667 4.30952417398
1032.0 5.24047588889 4.27706796174
1040.0 5.11569922222 4.2423651309
1048.0 5.03200455556 4.21822244767
1056.0 4.94786122222 4.19317246414
1064.0 4.8229 4.15222833361
1072.0 4.69862222222 4.10788307249
1080.0 4.61538888889 4.07752093841
1088.0 4.53178444444 4.04628256696
1096.0 4.40601666667 3.99862386218
1104.0 4.27994 3.94941132192
1112.0 4.19556666667 3.91590700746
1120.0 4.11103555556 3.88191533949
1128.0 3.98408222222 3.83040368393
1136.0 3.85697555556 3.77760261899
1144.0 3.77208 3.74200095607
1152.0 3.68721444444 3.70624254371
1160.0 3.55986666667 3.65235007818
1168.0 3.43257 3.5975548891
1176.0 3.34776777778 3.5610696226
1184.0 3.263048 3.52454589161
1192.0 2.81287363636 3.27976484205
1200.0 3.3382725 3.50313534599
1208.0 2.99158888889 3.31479864528
1216.0 2.92559455556 3.26017095851
1224.0 2.85980044444 3.20524916239
1232.0 2.76158522222 3.12268763819
1240.0 2.66365411111 3.03875934919
1248.0 2.59828377778 2.98206621644
1256.0 2.53284122222 2.92466225598
1264.0 2.4346022 2.83753225929
1272.0 2.33629054667 2.74842440187
1280.0 2.27072222222 2.68847576799
1288.0 2.20503333333 2.6280907637
1296.0 2.10611111111 2.53726503562
1304.0 2.00684666667 2.44508035125
1312.0 1.94047888889 2.38361668083
1320.0 1.87398888889 2.32198595768
1328.0 1.77403944444 2.22977996528
1336.0 1.67391 2.13653148806
1344.0 1.60709444444 2.07472414973
1352.0 1.54022666667 2.01299825123
