     1200000         740         740  1375955098
 -0.148658041555038061E+02  0.348147785028661572E+01  0.248269362676784660E+02 -0.631874418258666992E+01  0.737864017486572266E+00  0.609830200672149658E+00  0.679336224018308314E+02 -0.681408912036592227E+02  0.410187281276175213E+02 -0.135025534661200036E+05  0.281280204863074287E+05 -0.107741745493852595E+05  0.100000000000000000E+01  0.163489288631473184E+01  0.109308845448914793E+01  0.964317401156411402E+00  0.100000000000000000E+01
  0.214726610142778851E+01  0.468780375542231553E+01  0.259195368624259075E+02 -0.136086285114288330E+01 -0.213614821434020996E+01 -0.267159605026245117E+01  0.782748023335907419E+02  0.264481251729732776E+03  0.193317247516812671E+03 -0.198318593201252770E+05 -0.134736520243571922E+05  0.207465474370719341E+06  0.100000000000000000E+01  0.137071796533952583E+01  0.110179400248833073E+02  0.968968427766073614E+00  0.100000000000000000E+01
 -0.298751468791553476E+01 -0.263362082317589552E+01  0.229879096388645685E+02  0.210518762469291687E+00 -0.640610307455062866E-01  0.854539466672576964E-04  0.113601703391566993E+02  0.181242678570339990E+02 -0.125392268546420800E-03  0.808344191787438740E+04 -0.270354968112046117E+05  0.832011645749774331E+01  0.100000000000000000E+01  0.101000000000000001E+01  0.124548132990386016E+02  0.953679693742653822E+00  0.100000000000000000E+01
  0.963428917472877622E+01 -0.124014841609587578E+01  0.196209497606403040E+02  0.139791691303253174E+01 -0.112512218952178955E+01 -0.252468323707580566E+01 -0.570125920956682108E+02  0.212387125809610836E+03 -0.119374993073231067E+03 -0.277378696757670783E+06 -0.240344778479457571E+06  0.145511155519864726E+06  0.100000000000000000E+01  0.176858958955486267E+01  0.665397263879626522E+01  0.998146696912845743E+00  0.100000000000000000E+01
 -0.109186051524327858E+02  0.132712716360913241E+02  0.230642562812491576E+02 -0.542915248870849609E+01  0.415231084823608398E+01  0.943031251430511475E+00  0.216417478613100052E+02 -0.268868036981035381E+02 -0.162123242858527519E+02 -0.340425790311327182E+04  0.257345830534975812E+04 -0.704268225811806815E+03  0.100000000000000000E+01  0.181932407969303589E+01  0.000000000000000000E+00  0.111099694502316804E+01  0.100000000000000000E+01
  0.465615287169509884E+01 -0.998980633833606646E+01  0.241295602987493467E+02  0.390207394957542419E-02 -0.358499407768249512E+01  0.150748968124389648E+02  0.157256159551116497E+02  0.240959183795523955E+03  0.482561456092517062E+03  0.165305572256990243E+06  0.495215103143161570E+06  0.304253809562696202E+06  0.100000000000000000E+01  0.113161275218086943E+01  0.564067018681222709E+01  0.812007603363108843E+00  0.100000000000000000E+01
  0.152814162695417028E+02  0.814710503800144537E+01  0.210557547858058562E+02  0.465398168563842773E+01  0.465870475769042969E+01 -0.260713756084442139E+00  0.801814970309610970E+02  0.145700383460746878E+03  0.305621133344438533E+03  0.504347149206107017E+06  0.115853828059171210E+07  0.599764061538989749E+07  0.100000000000000000E+01  0.157437027932506068E+01  0.000000000000000000E+00  0.879048716573263000E+00  0.100000000000000000E+01
  0.534540101614883953E-01  0.124210145816730044E+02  0.155426654579977512E+02 -0.557437598705291748E+00  0.442427921295166016E+01 -0.510908222198486328E+01 -0.142638639878493848E+03  0.153406561995748888E+03 -0.154836735808559212E+03 -0.145558905101152894E+06  0.169637178893369564E+06  0.214028419966271002E+06  0.100000000000000000E+01  0.147033205835753344E+01  0.430783675020982848E+01  0.846268443877212784E+00  0.100000000000000000E+01
  0.124422296031113238E+02 -0.816627894958546285E+01  0.158559882969146422E+02  0.526097679138183594E+01 -0.289701843261718750E+01 -0.287548995018005371E+01  0.689494883785712886E+02 -0.161889505357871883E+03  0.319246882116155348E+03 -0.322618211975379236E+05  0.132216729893963027E+06 -0.225035417293390317E+06  0.100000000000000000E+01  0.165895282857112325E+01  0.136285573160083451E+01  0.855145269128115504E+00  0.100000000000000000E+01
 -0.124344393496311834E+01  0.260304629976172608E+01  0.140302969867969107E+02  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.100000000000000000E+01  0.182769250609020606E+01  0.133462402415553196E+02  0.948383028798760352E+00  0.100000000000000000E+01
 -0.104843351342509319E+02 -0.516347002769107810E+01  0.199237777302387471E+02 -0.843227684497833252E+00 -0.575004577636718750E+00  0.322809386253356934E+01 -0.138560026523220756E+03  0.535813238026951808E+02  0.577808622784052233E+02  0.375325245406216054E+05 -0.757070226896394161E+05  0.371327374882184813E+03  0.100000000000000000E+01  0.194875083326505494E+01  0.498156267983969592E+01  0.103547996556519717E+01  0.100000000000000000E+01
 -0.208618392890696969E+01 -0.148654856971725824E+02  0.156094112133265597E+02  0.329757660627365112E+00 -0.449524497985839844E+01 -0.144920396804809570E+01 -0.647276764662951649E+02 -0.104888139132293468E+01 -0.761415409860110231E+02  0.562097282308442027E+04  0.462411729436907808E+04  0.555909269373360439E+04  0.100000000000000000E+01  0.159813473076275003E+01  0.151459012252042680E+01  0.112734156837660415E+01  0.100000000000000000E+01
 -0.112618932610942011E+02  0.758329571470289476E+01  0.221045707653302124E+02 -0.304882955551147461E+01  0.132464075088500977E+01 -0.168874967098236084E+01 -0.661610841676360195E+02  0.110939806882405691E+03 -0.339664768939185194E+03  0.255409650620617758E+05 -0.571703664357429370E+05  0.597199847979676560E+05  0.100000000000000000E+01  0.168393952859428575E+01  0.317565168426771383E+01  0.114456551047449939E+01  0.100000000000000000E+01
 -0.136325845306198357E+01 -0.460510589432058637E+00  0.836882697773276618E+01  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.100000000000000000E+01  0.197576526204177250E+01  0.145153255789387359E+02  0.837075604075264934E+00  0.100000000000000000E+01
 -0.307259723757967951E+01 -0.458127166517934103E+01  0.193178075822249937E+02 -0.447474539279937744E+00  0.505417764186859131E+00  0.151895686984062195E+00  0.744671287526463601E+02  0.125468773509098099E+03  0.182372889399333076E+02 -0.196323456478932439E+04 -0.188051201302353657E+05 -0.324253276185286632E+04  0.100000000000000000E+01  0.123391775758408562E+01  0.106288886366011752E+02  0.862459013978720490E+00  0.100000000000000000E+01
  0.884591187587932204E+01 -0.137664555436545655E+02  0.129765561157051614E+02  0.510534286499023438E+01 -0.538015079498291016E+01  0.477546024322509766E+01 -0.157961252409121670E+03  0.168498352868835326E+03  0.489728202766708478E+03 -0.131860620264493977E+06  0.379896674296607525E+05 -0.119204743782343663E+06  0.100000000000000000E+01  0.174893970663229958E+01  0.000000000000000000E+00  0.897338650989668252E+00  0.100000000000000000E+01
  0.160806584964241388E+02 -0.799914584172792958E-01  0.177390698451852380E+02  0.646638107299804688E+01  0.869076967239379883E+00  0.323775982856750488E+01  0.123582961784671497E+03 -0.450374770004126361E+02  0.608415944777625270E+02  0.229398588446973561E+06 -0.915321022762581269E+05  0.916576259116833098E+05  0.100000000000000000E+01  0.137666595793043145E+01  0.103509921816868911E+01  0.864016519108892878E+00  0.100000000000000000E+01
